Date,Region,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2021-10-25,MMR,,,,
2021-10-25,MNE,494462,255509,238953,
2021-10-25,MNG,,,,
2021-10-25,MOZ,,,,
2021-10-25,MRT,,,,
2021-10-25,MSR,,,,
2021-10-25,MUS,,,,
2021-10-25,MWI,1193596,933856,540186,
2021-10-25,MYS,49852011,25640495,24258219,130660
2021-10-25,NAM,,,,
2021-10-25,NCL,324466,174092,150374,
2021-10-25,NER,,,,
2021-10-25,NGA,,,,
2021-10-25,NIC,,,,
2021-10-25,NIU,,,,
2021-10-25,NLD,,,,
2021-10-25,NOR,8037859,4214288,3742854,80717
2021-10-25,NPL,15268771,8621449,6647322,
2021-10-25,NRU,,,,
2021-10-25,NZL,6640183,3644861,2994753,569
2021-10-25,OMN,,,,
2021-10-25,PAK,,,,
2021-10-25,PAN,,,,
2021-10-25,PER,34548225,18883028,15481021,184176
2021-10-25,PHL,56254529,,25955669,
2021-10-25,PNG,290513,183856,106657,
2021-10-25,POL,38671357,20129987,19846726,836725
2021-10-25,PRT,,,,
2021-10-25,PRY,,,,
2021-10-25,PSE,,,,
2021-10-25,PYF,303630,156445,147185,
2021-10-25,QAT,4815431,,,
2021-10-25,ROU,11974813,,5974029,
2021-10-25,RUS,,,,
2021-10-25,RWA,,,,
2021-10-25,SAU,45352626,24108157,21244469,
2021-10-25,SDN,,,,
2021-10-25,SEN,,,,
2021-10-25,SGP,10091681,4765169,4543816,734968
2021-10-25,SLB,152832,121778,31054,
2021-10-25,SLE,,,,
2021-10-25,SLV,8411708,4288124,3738859,380265
2021-10-25,SMR,,,,
2021-10-25,SOM,,,,
2021-10-25,SRB,,,,
2021-10-25,SSD,127200,84839,42361,
2021-10-25,STP,,,,
2021-10-25,SUR,442555,247070,195485,
2021-10-25,SVK,,,,
2021-10-25,SVN,2193630,1184068,1110320,40156
2021-10-25,SWE,,,,
2021-10-25,SWZ,,,,
2021-10-25,SXM,,,,
2021-10-25,SYC,165206,81021,76188,
2021-10-25,SYR,977122,720552,414798,
2021-10-25,TCA,,,,
2021-10-25,TCD,,,,
2021-10-25,TGO,,,,
2021-10-25,THA,70505802,39999692,28372531,2133579
2021-10-25,TJK,,,,
2021-10-25,TKL,,,,
2021-10-25,TKM,,,,
2021-10-25,TLS,,,,
2021-10-25,TON,84506,51048,33458,
2021-10-25,TTO,1204082,651389,585737,
2021-10-25,TUN,8956625,5504905,4397120,
2021-10-25,TUR,115480511,55214596,48218503,12047412
2021-10-25,TUV,,,,
2021-10-25,TZA,,,,
2021-10-25,UGA,,,,
2021-10-25,UKR,16210280,9151478,7079482,
2021-10-25,URY,6615432,2728175,2638349,1248908
2021-10-25,USA,424775476,220582456,196399797,17767790
2021-10-25,UZB,,,,
2021-10-25,VCT,40130,24242,15888,
2021-10-25,VEN,,,,
2021-10-25,VGB,,,,
2021-10-25,VNM,74950393,53125886,,
2021-10-25,VUT,96536,65982,30554,
2021-10-25,WLF,11361,5897,5464,
2021-10-25,WSM,194141,115545,78596,
2021-10-25,YEM,,,,
2021-10-25,ZAF,21514033,14864813,11697646,
2021-10-25,ZMB,,,,
2021-10-25,ZWE,5828604,3280887,2547717,
2021-10-26,ABW,159016,82459,76557,
2021-10-26,AFG,,,,
2021-10-26,AGO,6164219,4498272,1665947,
2021-10-26,AIA,,,,
2021-10-26,ALB,,,,
2021-10-26,AND,,,,
2021-10-26,ARE,20940231,9613596,8604761,2721874
2021-10-26,ARG,60329183,34229927,23641667,4037
2021-10-26,ARM,,,,
2021-10-26,ATG,105502,55942,49560,
2021-10-26,AUS,34725685,18823795,15893583,8307
2021-10-26,AUT,,,,
2021-10-26,AZE,9424902,,4338145,
2021-10-26,BDI,459,459,,
2021-10-26,BEL,17522887,8745666,8601148,582927
2021-10-26,BEN,,,,
2021-10-26,BFA,,,,
2021-10-26,BGD,,,,
2021-10-26,BGR,2775555,,1466012,
2021-10-26,BHR,2750639,1173883,1138835,
2021-10-26,BHS,,,,
2021-10-26,BIH,,,,
2021-10-26,BLR,,,,
2021-10-26,BLZ,,,,
2021-10-26,BMU,,,,
2021-10-26,BOL,7589288,4500928,3802010,212228
2021-10-26,BRA,273720279,158619663,112584033,7348675
2021-10-26,BRB,270919,147702,123217,
2021-10-26,BRN,598758,350200,248558,
2021-10-26,BTN,,,,
2021-10-26,BWA,,,,
2021-10-26,CAF,,,,
2021-10-26,CAN,58439633,29763399,28146045,530189
2021-10-26,CHE,11043313,5721838,,1010
2021-10-26,CHL,35979559,16412367,14842244,5296384
2021-10-26,CHN,2251339000,,,
2021-10-26,CIV,,,,
2021-10-26,CMR,,,,
2021-10-26,COD,,,,
2021-10-26,COG,,,,
2021-10-26,COK,,,,
2021-10-26,COL,46454693,29639006,20859742,
2021-10-26,COM,,,,
2021-10-26,CPV,,,,
2021-10-26,CRI,,,,
2021-10-26,CUB,25510679,9832329,7110019,
2021-10-26,CUW,192026,100129,91897,
2021-10-26,CYM,,,,
2021-10-26,CYP,,,,
2021-10-26,CZE,12193332,6209530,6090518,162310
2021-10-26,DEU,113360097,58518771,55100427,1886354
2021-10-26,DJI,,,,
2021-10-26,DMA,,,,
2021-10-26,DNK,,,,
2021-10-26,DOM,13161106,6676563,5286037,1198506
2021-10-26,DZA,,,,
2021-10-26,ECU,22219102,12365104,10226320,31525
2021-10-26,EGY,,,,
2021-10-26,ESP,71393601,37998740,37263047,489784
2021-10-26,EST,1445744,785784,762907,58058
2021-10-26,ETH,4377946,3287420,,
2021-10-26,FIN,,,,
2021-10-26,FJI,,,,
2021-10-26,FRA,99365559,51732806,45941959,2765448
2021-10-26,FRO,76723,39210,37513,
2021-10-26,GAB,,,,
2021-10-26,GBR,102106510,49794120,45605922,6706468
2021-10-26,GEO,,,,
2021-10-26,GHA,,,,
2021-10-26,GIB,87663,40546,39803,7314
2021-10-26,GIN,2182387,1470359,712028,
2021-10-26,GMB,258505,230412,216356,
2021-10-26,GNB,,,,
2021-10-26,GNQ,,,,
2021-10-26,GRC,12805793,6609484,6352379,302603
2021-10-26,GRD,,,,
2021-10-26,GRL,,,,
2021-10-26,GTM,8423218,5242813,3180405,
2021-10-26,GUY,,,,
2021-10-26,HKG,9000008,4597339,4402055,614
2021-10-26,HND,,,,
2021-10-26,HRV,3575459,1894067,1781470,
2021-10-26,HTI,,,,
2021-10-26,HUN,,5943832,5724539,1141000
2021-10-26,IDN,183477223,114347101,69130122,
2021-10-26,IMN,,,,
2021-10-26,IND,1030850079,721149084,309700995,
2021-10-26,IRL,7611782,3861521,3798430,192861
2021-10-26,IRN,,,,
2021-10-26,IRQ,,,,
2021-10-26,ISL,,,,
2021-10-26,ISR,15951405,6257241,5754577,3939587
2021-10-26,ITA,89314993,46664313,42856220,1292478
2021-10-26,JAM,899344,581672,363483,
2021-10-26,JOR,7400075,3909917,3490158,
2021-10-26,JPN,190734566,98966580,91767986,
2021-10-26,KAZ,15550804,8190303,7360501,
2021-10-26,KEN,5084297,3576875,1507422,
2021-10-26,KGZ,1689000,959578,727325,
2021-10-26,KHM,27390800,13681827,13019567,1742557
2021-10-26,KIR,,,,
2021-10-26,KNA,,,,
2021-10-26,KOR,76543879,40728319,36587757,55806
2021-10-26,KWT,,,,
2021-10-26,LAO,,,,
2021-10-26,LBN,3246635,1748963,1497672,
2021-10-26,LBR,,,,
2021-10-26,LBY,,,,
2021-10-26,LCA,,,,
2021-10-26,LIE,48546,24966,,
2021-10-26,LKA,28262495,15061354,13201141,
2021-10-26,LSO,,,,
2021-10-26,LTU,3367815,1801993,1716386,72096
2021-10-26,LUX,820685,430655,,14254
2021-10-26,LVA,1902664,1122271,987782,6971
2021-10-26,MAC,,,,
2021-10-26,MAR,47152928,24053942,21835545,
2021-10-26,MCO,,,,
2021-10-26,MDA,1497461,,857485,
2021-10-26,MDG,,,,
2021-10-26,MDV,750014,394228,355786,
2021-10-26,MEX,117240849,70996565,54683434,
2021-10-26,MKD,1589004,801988,771165,15851
2021-10-26,MLI,,,,
2021-10-26,MLT,871592,428756,427058,
2021-10-26,MMR,,,,
2021-10-26,MNE,495875,255869,240006,
2021-10-26,MNG,4393356,2254866,2138490,
2021-10-26,MOZ,,,,
2021-10-26,MRT,,,,
2021-10-26,MSR,,,,
2021-10-26,MUS,,,,
2021-10-26,MWI,1202797,942538,543237,
2021-10-26,MYS,50042016,25666831,24400234,153446
2021-10-26,NAM,,,,
2021-10-26,NCL,,,,
2021-10-26,NER,,,,
2021-10-26,NGA,,,,
2021-10-26,NIC,,,,
2021-10-26,NIU,,,,
2021-10-26,NLD,,,,
2021-10-26,NOR,8043824,4215249,3744964,83611
2021-10-26,NPL,,,,
2021-10-26,NRU,,,,
2021-10-26,NZL,6682626,3655760,3026157,709
2021-10-26,OMN,,,,
2021-10-26,PAK,102067945,69341110,39303110,
2021-10-26,PAN,,,,
2021-10-26,PER,34667557,18921094,15555954,190509
2021-10-26,PHL,56774753,,26180669,
2021-10-26,PNG,,,,
2021-10-26,POL,38802190,20166722,19886266,907537
2021-10-26,PRT,,,,
2021-10-26,PRY,,,,
2021-10-26,PSE,,,,
2021-10-26,PYF,,,,
2021-10-26,QAT,4819051,,,
2021-10-26,ROU,12125452,,6041736,
2021-10-26,RUS,,,,
2021-10-26,RWA,5627426,3712692,1914734,
2021-10-26,SAU,45428214,24129578,21298636,
2021-10-26,SDN,,,,
2021-10-26,SEN,,,,
2021-10-26,SGP,10117801,4767155,4547292,755581
2021-10-26,SLB,,,,
2021-10-26,SLE,,,,
2021-10-26,SLV,,,,
2021-10-26,SMR,,,,
2021-10-26,SOM,654862,363102,291760,
2021-10-26,SRB,7007327,3132700,2990317,884310
2021-10-26,SSD,,,,
2021-10-26,STP,,,,
2021-10-26,SUR,444474,247703,196771,
2021-10-26,SVK,,,,
2021-10-26,SVN,2197531,1185133,1111861,41481
2021-10-26,SWE,,,,
2021-10-26,SWZ,,,,
2021-10-26,SXM,,,,
2021-10-26,SYC,166521,81101,76283,
2021-10-26,SYR,,,,
2021-10-26,TCA,,,,
2021-10-26,TCD,,,,
2021-10-26,TGO,,,,
2021-10-26,THA,71237520,40346281,28713904,2177335
2021-10-26,TJK,,,,
2021-10-26,TKL,,,,
2021-10-26,TKM,,,,
2021-10-26,TLS,896975,543053,353922,
2021-10-26,TON,,,,
2021-10-26,TTO,1208750,652785,589437,
2021-10-26,TUN,,,,
2021-10-26,TUR,115674594,55256541,48319754,12098299
2021-10-26,TUV,,,,
2021-10-26,TZA,,,,
2021-10-26,UGA,,,,
2021-10-26,UKR,16501573,9363491,7158762,
2021-10-26,URY,6627467,2728916,2639352,1259199
2021-10-26,USA,426352164,220873196,196602665,18865735
2021-10-26,UZB,25297345,13272675,,
2021-10-26,VCT,42497,25463,17034,
2021-10-26,VEN,,,,
2021-10-26,VGB,,,,
2021-10-26,VNM,75970872,53738466,,
2021-10-26,VUT,,,,
2021-10-26,WLF,,,,
2021-10-26,WSM,,,,
2021-10-26,YEM,,,,
2021-10-26,ZAF,,,,
2021-10-26,ZMB,,,,
2021-10-26,ZWE,5844299,3287578,2556721,
2021-10-27,ABW,159175,82535,76640,
2021-10-27,AFG,,,,
2021-10-27,AGO,,,,
2021-10-27,AIA,,,,
2021-10-27,ALB,1891041,1007734,883307,
2021-10-27,AND,,,,
2021-10-27,ARE,20973866,9623489,8614655,2735722
2021-10-27,ARG,60658013,34464129,23730469,4944
2021-10-27,ARM,,,,
2021-10-27,ATG,,,,
2021-10-27,AUS,34943366,18883733,16050115,9518
2021-10-27,AUT,,,,
2021-10-27,AZE,9469618,,4350541,
2021-10-27,BDI,,,,
2021-10-27,BEL,17560086,8752077,8607748,607844
2021-10-27,BEN,,,,
2021-10-27,BFA,,,,
2021-10-27,BGD,,,,
2021-10-27,BGR,2800965,,1479038,
2021-10-27,BHR,2754752,1174447,1139199,
2021-10-27,BHS,,,,
2021-10-27,BIH,,,,
2021-10-27,BLR,,,,
2021-10-27,BLZ,,,,
2021-10-27,BMU,,,,
2021-10-27,BOL,7650594,4517852,3819743,240875
2021-10-27,BRA,275436454,158890656,113647161,7732904
2021-10-27,BRB,272021,147978,124043,
2021-10-27,BRN,601042,350801,250241,
2021-10-27,BTN,,,,
2021-10-27,BWA,,,,
2021-10-27,CAF,,,,
2021-10-27,CAN,58514479,29781374,28186080,547025
2021-10-27,CHE,11063454,5727569,,1086
2021-10-27,CHL,36303819,16444370,14943936,5487107
2021-10-27,CHN,2254252000,,,
2021-10-27,CIV,,,,
2021-10-27,CMR,503363,416855,160803,
2021-10-27,COD,,,,
2021-10-27,COG,,,,
2021-10-27,COK,,,,
2021-10-27,COL,46698321,29772400,21005191,
2021-10-27,COM,,,,
2021-10-27,CPV,,,,
2021-10-27,CRI,,,,
2021-10-27,CUB,25569841,9842563,7140556,
2021-10-27,CUW,192596,100515,92081,
2021-10-27,CYM,,,,
2021-10-27,CYP,1212476,604160,569040,39276
2021-10-27,CZE,12237539,6224129,6097935,188727
2021-10-27,DEU,113635376,58573221,55193540,2015961
2021-10-27,DJI,,,,
2021-10-27,DMA,,,,
2021-10-27,DNK,,,,
2021-10-27,DOM,13201730,6695112,5299671,1206947
2021-10-27,DZA,11148720,6351998,4796722,
2021-10-27,ECU,22347638,12456155,10253022,43382
2021-10-27,EGY,,,,
2021-10-27,ESP,71779466,38013994,37282484,844649
2021-10-27,EST,1454301,788101,764641,63705
2021-10-27,ETH,4489586,3355370,,
2021-10-27,FIN,,,,
2021-10-27,FJI,,,,
2021-10-27,FRA,99551264,51762922,45988440,2874752
2021-10-27,FRO,76876,39279,37597,
2021-10-27,GAB,,,,
2021-10-27,GBR,102461683,49838202,45627499,6995982
2021-10-27,GEO,,,,
2021-10-27,GHA,,,,
2021-10-27,GIB,88024,40547,39808,7669
2021-10-27,GIN,2207165,1490800,716365,
2021-10-27,GMB,,,,
2021-10-27,GNB,,,,
2021-10-27,GNQ,428106,240376,187730,
2021-10-27,GRC,12832032,6618450,6358339,315225
2021-10-27,GRD,,,,
2021-10-27,GRL,,,,
2021-10-27,GTM,8469554,5266407,3203147,
2021-10-27,GUY,,,,
2021-10-27,HKG,9008595,4600939,4407023,633
2021-10-27,HND,,,,
2021-10-27,HRV,,,,
2021-10-27,HTI,,,,
2021-10-27,HUN,,5947085,5728025,1164000
2021-10-27,IDN,185616142,115502524,70113618,
2021-10-27,IMN,,,,
2021-10-27,IND,1036568410,723424864,313143546,
2021-10-27,IRL,7623163,3863690,3800154,200354
2021-10-27,IRN,,,,
2021-10-27,IRQ,,,,
2021-10-27,ISL,,,,
2021-10-27,ISR,15964223,6259533,5757143,3947547
2021-10-27,ITA,89498602,46688379,42911858,1396611
2021-10-27,JAM,903310,583415,366349,
2021-10-27,JOR,7419676,3920267,3499409,
2021-10-27,JPN,191187144,99072623,92114521,
2021-10-27,KAZ,15605426,8212313,7393113,
2021-10-27,KEN,5153667,3608290,1545377,
2021-10-27,KGZ,1701405,965983,733235,
2021-10-27,KHM,27420723,13688442,13026141,1759291
2021-10-27,KIR,,,,
2021-10-27,KNA,,,,
2021-10-27,KOR,76893980,40806066,36846500,69468
2021-10-27,KWT,,,,
2021-10-27,LAO,,,,
2021-10-27,LBN,,,,
2021-10-27,LBR,,,,
2021-10-27,LBY,,,,
2021-10-27,LCA,,,,
2021-10-27,LIE,48630,25024,,
2021-10-27,LKA,28413012,15147114,13265898,
2021-10-27,LSO,,,,
2021-10-27,LTU,3375882,1804729,1718925,76070
2021-10-27,LUX,823767,431424,,16320
2021-10-27,LVA,1916999,1132997,993829,7944
2021-10-27,MAC,,,,
2021-10-27,MAR,,,,
2021-10-27,MCO,,,,
2021-10-27,MDA,1502791,,861156,
2021-10-27,MDG,,,,
2021-10-27,MDV,,,,
2021-10-27,MEX,,,,
2021-10-27,MKD,,,,
2021-10-27,MLI,585224,322703,262521,
2021-10-27,MLT,873859,429255,427483,
2021-10-27,MMR,,,,
2021-10-27,MNE,496976,256172,240804,
2021-10-27,MNG,,,,
2021-10-27,MOZ,,,,
2021-10-27,MRT,,,,
2021-10-27,MSR,,,,
2021-10-27,MUS,,,,
2021-10-27,MWI,1211046,950399,545528,
2021-10-27,MYS,50218716,25687881,24528904,181749
2021-10-27,NAM,,,,
2021-10-27,NCL,,,,
2021-10-27,NER,896106,498894,397212,
2021-10-27,NGA,,,,
2021-10-27,NIC,,,,
2021-10-27,NIU,,,,
2021-10-27,NLD,,,,
2021-10-27,NOR,8056691,4217023,3750570,89098
2021-10-27,NPL,,,,
2021-10-27,NRU,,,,
2021-10-27,NZL,6722172,3666650,3054642,880
2021-10-27,OMN,,,,
2021-10-27,PAK,,,,
2021-10-27,PAN,,,,
2021-10-27,PER,34782188,18958811,15627049,196328
2021-10-27,PHL,57494154,,26479028,
2021-10-27,PNG,,,,
2021-10-27,POL,,,,
2021-10-27,PRT,,,,
2021-10-27,PRY,,,,
2021-10-27,PSE,2792419,1499846,1292573,
2021-10-27,PYF,,,,
2021-10-27,QAT,4821695,,,
2021-10-27,ROU,12276387,,6110702,
2021-10-27,RUS,,,,
2021-10-27,RWA,,,,
2021-10-27,SAU,45497613,24147841,21349772,
2021-10-27,SDN,,,,
2021-10-27,SEN,,,,
2021-10-27,SGP,10138163,4768862,4550601,770879
2021-10-27,SLB,,,,
2021-10-27,SLE,,,,
2021-10-27,SLV,,,,
2021-10-27,SMR,,,,
2021-10-27,SOM,,,,
2021-10-27,SRB,,,,
2021-10-27,SSD,129751,84839,44912,
2021-10-27,STP,,,,
2021-10-27,SUR,445880,248156,197724,
2021-10-27,SVK,,,,
2021-10-27,SVN,2201436,1186024,1113024,43376
2021-10-27,SWE,,,,
2021-10-27,SWZ,,,,
2021-10-27,SXM,,,,
2021-10-27,SYC,,,,
2021-10-27,SYR,,,,
2021-10-27,TCA,,,,
2021-10-27,TCD,,,,
2021-10-27,TGO,,,,
2021-10-27,THA,72049529,40717544,29115651,2216334
2021-10-27,TJK,4819257,2678569,,
2021-10-27,TKL,,,,
2021-10-27,TKM,,,,
2021-10-27,TLS,,,,
2021-10-27,TON,,,,
2021-10-27,TTO,1212615,654025,592384,
2021-10-27,TUN,,,,
2021-10-27,TUR,115861861,55297093,48418126,12146642
2021-10-27,TUV,,,,
2021-10-27,TZA,,,,
2021-10-27,UGA,,,,
2021-10-27,UKR,16793558,9576175,7238063,
2021-10-27,URY,6639952,2729334,2640331,1270287
2021-10-27,USA,427987962,221172665,196811325,20008086
2021-10-27,UZB,25473920,13325043,,
2021-10-27,VCT,43963,26208,17755,
2021-10-27,VEN,,,,
2021-10-27,VGB,,,,
2021-10-27,VNM,77145612,54520772,,
2021-10-27,VUT,,,,
2021-10-27,WLF,,,,
2021-10-27,WSM,,,,
2021-10-27,YEM,,,,
2021-10-27,ZAF,,,,
2021-10-27,ZMB,,,,
2021-10-27,ZWE,5860351,3293939,2566412,
2021-10-28,ABW,159250,82562,76688,
2021-10-28,AFG,,,,
2021-10-28,AGO,,,,
2021-10-28,AIA,,,,
2021-10-28,ALB,1896652,1011039,885613,
2021-10-28,AND,,,,
2021-10-28,ARE,21014342,9633345,8634405,2746592
2021-10-28,ARG,61010966,34694439,23831061,15587
2021-10-28,ARM,,,,
2021-10-28,ATG,,,,
2021-10-28,AUS,35166827,18944029,16212257,10541
2021-10-28,AUT,,,,
2021-10-28,AZE,9518912,,4363976,
2021-10-28,BDI,560,560,,
2021-10-28,BEL,17598257,8757496,8612900,636327
2021-10-28,BEN,277614,238775,207440,
2021-10-28,BFA,622350,325119,297231,
2021-10-28,BGD,,,,
2021-10-28,BGR,2824345,,1491628,
2021-10-28,BHR,2760368,1175246,1140103,
2021-10-28,BHS,,,,
2021-10-28,BIH,,,,
2021-10-28,BLR,,,,
2021-10-28,BLZ,,,,
2021-10-28,BMU,,,,
2021-10-28,BOL,7693560,4528664,3831087,262528
2021-10-28,BRA,277057532,159171324,114610870,8109625
2021-10-28,BRB,273025,148227,124798,
2021-10-28,BRN,603923,351496,252427,
2021-10-28,BTN,,,,
2021-10-28,BWA,943915,676342,267573,
2021-10-28,CAF,,,,
2021-10-28,CAN,58596904,29804413,28226509,565982
2021-10-28,CHE,11079805,5732328,,1140
2021-10-28,CHL,36623702,16474061,15045060,5676261
2021-10-28,CHN,2257584000,,,
2021-10-28,CIV,3144043,2264016,880027,
2021-10-28,CMR,,,,
2021-10-28,COD,,,,
2021-10-28,COG,,,,
2021-10-28,COK,,,,
2021-10-28,COL,46928624,29899710,21141526,
2021-10-28,COM,,,,
2021-10-28,CPV,504434,293331,211103,
2021-10-28,CRI,,,,
2021-10-28,CUB,25633094,9854289,7171456,
2021-10-28,CUW,192605,100516,92089,
2021-10-28,CYM,,,,
2021-10-28,CYP,,,,
2021-10-28,CZE,12245740,6227580,6099643,192982
2021-10-28,DEU,113910741,58628872,55288441,2143096
2021-10-28,DJI,,,,
2021-10-28,DMA,,,,
2021-10-28,DNK,,,,
2021-10-28,DOM,13236577,6710320,5311756,1214501
2021-10-28,DZA,,,,
2021-10-28,ECU,22475765,12548312,10281989,51578
2021-10-28,EGY,,,,
2021-10-28,ESP,71943760,38036436,37315511,962373
2021-10-28,EST,1463597,790317,766291,70251
2021-10-28,ETH,4584965,3418934,,
2021-10-28,FIN,,,,
2021-10-28,FJI,,,,
2021-10-28,FRA,99698700,51786533,46023536,2963668
2021-10-28,FRO,77276,39503,37773,
2021-10-28,GAB,,,,
2021-10-28,GBR,102827764,49882904,45651222,7293638
2021-10-28,GEO,,,,
2021-10-28,GHA,2979766,2149123,830643,
2021-10-28,GIB,88394,40547,39808,8039
2021-10-28,GIN,,,,
2021-10-28,GMB,,,,
2021-10-28,GNB,,,,
2021-10-28,GNQ,,,,
2021-10-28,GRC,12832402,6618651,6358448,315306
2021-10-28,GRD,,,,
2021-10-28,GRL,,,,
2021-10-28,GTM,8513344,5289609,3223735,
2021-10-28,GUY,621468,380257,241211,
2021-10-28,HKG,9018496,4604839,4412918,739
2021-10-28,HND,,,,
2021-10-28,HRV,3599586,1903995,1791056,
2021-10-28,HTI,,,,
2021-10-28,HUN,,5950259,5731651,1191000
2021-10-28,IDN,187720150,116620281,71099869,
2021-10-28,IMN,,,,
2021-10-28,IND,1042458533,725633405,316825128,
2021-10-28,IRL,7633504,3865844,3801557,207141
2021-10-28,IRN,,,,
2021-10-28,IRQ,,,,
2021-10-28,ISL,570788,282927,278667,63685
2021-10-28,ISR,15978190,6262041,5759925,3956224
2021-10-28,ITA,89694536,46711474,42970506,1510934
2021-10-28,JAM,907371,585501,369218,
2021-10-28,JOR,7440887,3930749,3510138,
2021-10-28,JPN,191624330,99175481,92448849,
2021-10-28,KAZ,15655946,8234777,7421169,
2021-10-28,KEN,5226128,3642163,1583965,
2021-10-28,KGZ,1715814,971686,741708,
2021-10-28,KHM,27457576,13697329,13035905,1777493
2021-10-28,KIR,,,,
2021-10-28,KNA,,,,
2021-10-28,KOR,77591156,40869357,37470001,79473
2021-10-28,KWT,,,,
2021-10-28,LAO,,3251958,2776646,
2021-10-28,LBN,3293076,1765154,1521801,
2021-10-28,LBR,,,,
2021-10-28,LBY,1900831,1510060,390771,
2021-10-28,LCA,,,,
2021-10-28,LIE,48712,25083,,
2021-10-28,LKA,28581571,15262192,13319379,
2021-10-28,LSO,,,,
2021-10-28,LTU,3385054,1807814,1721786,80584
2021-10-28,LUX,826586,432247,,18031
2021-10-28,LVA,1931176,1143069,1000026,9221
2021-10-28,MAC,,,,
2021-10-28,MAR,,,,
2021-10-28,MCO,,,,
2021-10-28,MDA,1508749,,865114,
2021-10-28,MDG,,,,
2021-10-28,MDV,751551,394463,357088,
2021-10-28,MEX,,,,
2021-10-28,MKD,1600966,803408,773537,24021
2021-10-28,MLI,,,,
2021-10-28,MLT,875862,429639,427835,
2021-10-28,MMR,,,,
2021-10-28,MNE,497996,256514,241482,
2021-10-28,MNG,4394377,2255155,2139222,
2021-10-28,MOZ,4781293,2734512,2046781,
2021-10-28,MRT,,,,
2021-10-28,MSR,,,,
2021-10-28,MUS,1749997,901578,848419,
2021-10-28,MWI,1217829,956793,547803,
2021-10-28,MYS,50413316,25709075,24649893,235482
2021-10-28,NAM,574217,320985,253232,
2021-10-28,NCL,,,,
2021-10-28,NER,,,,
2021-10-28,NGA,8581274,5607813,2973461,
2021-10-28,NIC,,,,
2021-10-28,NIU,,,,
2021-10-28,NLD,,,,
2021-10-28,NOR,8069980,4218509,3756569,94902
2021-10-28,NPL,,,,
2021-10-28,NRU,,,,
2021-10-28,NZL,6767710,3679453,3087100,1157
2021-10-28,OMN,,,,
2021-10-28,PAK,103514198,70139040,40016932,
2021-10-28,PAN,,,,
2021-10-28,PER,34911235,19003796,15699714,207725
2021-10-28,PHL,58212187,,26803677,
2021-10-28,PNG,,,,
2021-10-28,POL,38951997,20206425,19924766,994699
2021-10-28,PRT,,,,
2021-10-28,PRY,,,,
2021-10-28,PSE,,,,
2021-10-28,PYF,,,,
2021-10-28,QAT,4826586,,,
2021-10-28,ROU,12402879,,6171382,
2021-10-28,RUS,102428563,53974920,47126515,1645659
2021-10-28,RWA,,,,
2021-10-28,SAU,45566425,24165859,21400566,
2021-10-28,SDN,,,,
2021-10-28,SEN,,,,
2021-10-28,SGP,10162124,4770741,4554142,789388
2021-10-28,SLB,,,,
2021-10-28,SLE,,,,
2021-10-28,SLV,8516654,4314392,3789448,412814
2021-10-28,SMR,,,,
2021-10-28,SOM,,,,
2021-10-28,SRB,,,,
2021-10-28,SSD,,,,
2021-10-28,STP,,,,
2021-10-28,SUR,447796,248758,199038,
2021-10-28,SVK,,,,
2021-10-28,SVN,2208844,1187663,1115151,47078
2021-10-28,SWE,,,,
2021-10-28,SWZ,,,,
2021-10-28,SXM,,,,
2021-10-28,SYC,,,,
2021-10-28,SYR,,,,
2021-10-28,TCA,,,,
2021-10-28,TCD,,,,
2021-10-28,TGO,,,,
2021-10-28,THA,72812483,41075152,29469487,2267844
2021-10-28,TJK,,,,
2021-10-28,TKL,,,,
2021-10-28,TKM,,,,
2021-10-28,TLS,,,,
2021-10-28,TON,,,,
2021-10-28,TTO,1216085,655094,595072,
2021-10-28,TUN,9140107,5561740,4471453,28870
2021-10-28,TUR,116023796,55332860,48505748,12185188
2021-10-28,TUV,,,,
2021-10-28,TZA,,,,
2021-10-28,UGA,3269568,2854082,415486,
2021-10-28,UKR,17082799,9790278,7313201,
2021-10-28,URY,6649943,2729902,2641255,1278786
2021-10-28,USA,429611718,221461690,197022592,21147536
2021-10-28,UZB,25656772,13379855,,
2021-10-28,VCT,,,,
2021-10-28,VEN,,,,
2021-10-28,VGB,,,,
2021-10-28,VNM,78940403,55578783,,
2021-10-28,VUT,,,,
2021-10-28,WLF,,,,
2021-10-28,WSM,,,,
2021-10-28,YEM,534590,327016,192413,
2021-10-28,ZAF,,,,
2021-10-28,ZMB,,,,
2021-10-28,ZWE,5874572,3299736,2574836,
2021-10-29,ABW,159406,82650,76756,
2021-10-29,AFG,,,,
2021-10-29,AGO,,,,
2021-10-29,AIA,,,,
2021-10-29,ALB,1901824,1013959,887865,
2021-10-29,AND,,,,
2021-10-29,ARE,21051277,9642939,8644029,2764309
2021-10-29,ARG,61336729,34898124,23919156,39259
2021-10-29,ARM,,,,
2021-10-29,ATG,,,,
2021-10-29,AUS,35373820,18996212,16363567,14041
2021-10-29,AUT,11728922,6003786,5689024,366862
2021-10-29,AZE,9567956,,4377464,
2021-10-29,BDI,615,615,,
2021-10-29,BEL,17629220,8762702,8619273,656812
2021-10-29,BEN,,,,
2021-10-29,BFA,,,,
2021-10-29,BGD,,,,
2021-10-29,BGR,2847489,,1503885,
2021-10-29,BHR,2763633,1176019,1140418,
2021-10-29,BHS,255085,132240,122845,
2021-10-29,BIH,,,,
